0.25717778,-0.02328523,-0.014653762,-0.938404,-0.92009078,-0.66768331,0.11997616,-0.091792335,0.18962854,-0.88308911,-0.8161636,-0.94088123,5
0.28602671,-0.013163359,-0.11908252,-0.97541469,-0.9674579,-0.94495817,-0.0015524629,-0.18729119,0.18070522,-0.92556647,-0.9295992,-0.96758097,5
0.27548482,-0.02605042,-0.11815167,-0.99381904,-0.96992551,-0.96274798,-0.048212671,-0.16627974,0.15417437,-0.97298823,-0.97851062,-0.97564834,5
0.27029822,-0.032613869,-0.11752018,-0.99474279,-0.97326761,-0.96709068,-0.056641577,-0.12601846,0.11833718,-0.96779046,-0.9751338,-0.9632327,5
0.27483295,-0.027847788,-0.12952716,-0.99385248,-0.96744548,-0.97829499,-0.059992128,-0.08472343,0.078659262,-0.97465605,-0.97795105,-0.96762872,5
0.27921995,-0.018620399,-0.11390197,-0.99445523,-0.97041688,-0.96531629,-0.039697949,-0.066828493,0.070547316,-0.97987841,-0.97646279,-0.96346168,5
0.27974586,-0.018271026,-0.10399988,-0.99581919,-0.97635361,-0.97772468,-0.03287449,-0.065186851,0.080700108,-0.98963172,-0.9838623,-0.97276516,5
0.27460055,-0.02503513,-0.11683085,-0.99559442,-0.98206892,-0.98526237,-0.028869854,-0.068346001,0.087116675,-0.99434551,-0.99243952,-0.98984746,5
0.27252874,-0.020954013,-0.11447249,-0.99678413,-0.97590627,-0.98659699,-0.024364328,-0.066695221,0.077032498,-0.99678549,-0.99530106,-0.99298656,5
0.2757457,-0.010371994,-0.09977589,-0.99837313,-0.98693291,-0.9910219,-0.022462359,-0.068363863,0.076694399,-0.99639305,-0.99343897,-0.99089631,5
0.27859589,-0.015231928,-0.098908415,-0.99878507,-0.98194306,-0.99137882,-0.025346783,-0.074217186,0.087760115,-0.99446328,-0.99282756,-0.99050543,5
0.27915178,-0.021879444,-0.10973077,-0.99778103,-0.99295121,-0.98568028,-0.029174831,-0.079426371,0.092674028,-0.99579842,-0.99382668,-0.99431145,5
0.27454383,-0.023145294,-0.1125396,-0.99620456,-0.9915728,-0.98751828,-0.02794305,-0.07935183,0.096964901,-0.99489468,-0.9947356,-0.9963317,5
0.26906631,-0.027685967,-0.11017794,-0.9968836,-0.9864395,-0.9884791,-0.026941731,-0.068240615,0.089771735,-0.99388537,-0.98820559,-0.98344383,5
0.27557925,-0.018936424,-0.097409776,-0.99606469,-0.96822549,-0.98069598,-0.026364477,-0.064583159,0.073449259,-0.99254536,-0.98826303,-0.98518426,5
0.28193083,-0.004880615,-0.086106145,-0.98907559,-0.95900626,-0.97302388,-0.076452794,-0.015582021,0.025521434,-0.84566376,-0.91612436,-0.91722556,5
0.31107792,-0.019430625,-0.10186634,-0.9366878,-0.84018585,-0.81682639,0.00099342639,-0.11268679,-0.0037551694,-0.97841972,-0.97751116,-0.9574625,5
0.26232825,-0.023257054,-0.12552494,-0.98456111,-0.91337982,-0.91267279,-0.0061088604,-0.08363601,0.034434823,-0.98668458,-0.98896619,-0.97230704,5
0.28841575,-0.003485395,-0.083827858,-0.99457065,-0.97835984,-0.97994262,-0.019768993,-0.079931119,0.077789083,-0.9883864,-0.99057798,-0.98068603,5
0.27116593,-0.025972908,-0.094923481,-0.97012403,-0.90187818,-0.9652996,-0.026489988,-0.086821561,0.12018605,-0.95170794,-0.96834668,-0.94386544,5
0.25309467,-0.044192268,-0.13929762,-0.96892213,-0.9103836,-0.91886033,-0.025536965,-0.11232642,0.12869787,-0.94013604,-0.9574808,-0.93900763,5
0.27133883,-0.029954058,-0.11859533,-0.96093148,-0.90503507,-0.87126958,-0.031374775,-0.053952104,0.073211718,-0.95113006,-0.91043949,-0.91614341,5
0.29926682,0.011798517,-0.031653276,-0.94875426,-0.84418244,-0.88070536,-0.035775411,-0.010620763,0.03852549,-0.95053621,-0.85592718,-0.74673048,5
0.29389749,0.01115091,-0.069281198,-0.96241329,-0.86333992,-0.85995713,-0.031933568,-0.080878973,0.067888599,-0.95451242,-0.87379114,-0.75439235,5
0.27563911,-0.015565524,-0.1254582,-0.98916068,-0.96851562,-0.96872274,-0.033494339,-0.10529761,0.10193292,-0.96920737,-0.97220064,-0.96580084,5
0.27225459,-0.025051205,-0.13318432,-0.99115349,-0.96354868,-0.97316133,-0.032800503,-0.090070366,0.11430315,-0.97998548,-0.98331456,-0.97736636,5
0.27642711,-0.026277565,-0.12694133,-0.99298881,-0.96561954,-0.9657378,-0.02498197,-0.070265151,0.092864514,-0.98470493,-0.98444181,-0.97051035,5
0.28016952,-0.014362437,-0.10047145,-0.99359232,-0.9719031,-0.97793999,-0.023093566,-0.066467535,0.080856878,-0.98872228,-0.98688683,-0.97959066,5
0.27746102,-0.01584543,-0.10639347,-0.99502745,-0.97159341,-0.97872472,-0.02648868,-0.074340759,0.082382273,-0.9901469,-0.99118254,-0.9850075,5
0.28837469,-0.0085476599,-0.10705876,-0.99334035,-0.9619744,-0.98449309,-0.02724897,-0.070042463,0.072089463,-0.99325049,-0.99242499,-0.98659587,5
0.28590496,-0.0077447295,-0.10273652,-0.99188377,-0.96571091,-0.98415868,-0.030446957,-0.069251086,0.084129975,-0.97846434,-0.98511749,-0.98276696,5
0.29648714,-0.014684879,-0.13980848,-0.98771367,-0.83424238,-0.94105035,-0.050171548,-0.073211502,0.1837903,-0.98222253,-0.95870792,-0.92994218,4
0.27723542,-0.025677001,-0.11843072,-0.99639048,-0.95268767,-0.96541011,-0.039016643,-0.060002794,0.12573995,-0.98842257,-0.99042251,-0.97940389,4
0.2782907,-0.014536086,-0.10524253,-0.99678611,-0.98839324,-0.98950215,-0.026046816,-0.067562509,0.10043377,-0.99622773,-0.995977,-0.97976111,4
0.27815992,-0.0076678258,-0.09927102,-0.99697493,-0.96211178,-0.987355,-0.022931403,-0.07347,0.078673144,-0.99632265,-0.9842731,-0.95701458,4
0.27664638,-0.0049748937,-0.104754,-0.99726953,-0.96546147,-0.98114499,-0.025679464,-0.079004412,0.083575679,-0.99393599,-0.98238404,-0.95464749,4
0.27829493,-0.022664347,-0.11591945,-0.99724431,-0.96872118,-0.98613179,-0.025950876,-0.075040768,0.096736383,-0.99500391,-0.9837393,-0.97191748,4
0.27505303,-0.024059404,-0.10589705,-0.99525842,-0.97190867,-0.98360641,-0.025511187,-0.071503399,0.091317208,-0.99623625,-0.98402467,-0.97392163,4
0.27486428,-0.01561837,-0.097528302,-0.99623776,-0.98664644,-0.989707,-0.028197612,-0.072492716,0.081141936,-0.9966929,-0.98831115,-0.98393993,4
0.27871074,-0.016793927,-0.10524076,-0.99859653,-0.9906669,-0.98746213,-0.027541794,-0.073323286,0.080225072,-0.99633885,-0.98906109,-0.98681453,4
0.27822455,-0.016181738,-0.1075716,-0.99822604,-0.99043752,-0.98923957,-0.027905922,-0.075317726,0.084110903,-0.99598121,-0.99154022,-0.99012716,4
0.27625455,-0.016985093,-0.10885324,-0.99639413,-0.98567065,-0.98354536,-0.028386406,-0.075428757,0.084448765,-0.99441796,-0.98896745,-0.98331636,4
0.27574674,-0.015388072,-0.10505767,-0.99581447,-0.98247951,-0.9819142,-0.02833208,-0.074596168,0.085722107,-0.99104087,-0.98628489,-0.97696868,4
0.28028279,-0.019175262,-0.10932156,-0.99531257,-0.975241,-0.97892176,-0.026969226,-0.075102151,0.089479676,-0.99222869,-0.98504205,-0.97828727,4
0.28540286,0.002355779,-0.16984868,-0.95371281,-0.86194417,-0.78706775,-0.2445337,0.051893002,-0.41735088,-0.9329845,-0.95320268,-0.84072691,4
0.27047249,-0.0089373643,-0.095150167,-0.98563184,-0.91172769,-0.94366406,-0.14713738,0.0087484106,-0.16525629,-0.93954559,-0.95370477,-0.85682435,4
0.28022445,-0.028037933,-0.12428498,-0.99664261,-0.9761271,-0.98747869,-0.071616512,-0.057229845,0.016180468,-0.95964544,-0.98873638,-0.94393931,4
0.27724091,-0.01767369,-0.12039377,-0.99512799,-0.9871038,-0.98904192,-0.029355164,-0.077127117,0.089804957,-0.98336831,-0.98930227,-0.97755762,4
0.27925474,-0.012044574,-0.11526539,-0.98482887,-0.96879944,-0.96316567,-0.015577629,-0.081883642,0.11290142,-0.98529386,-0.96188178,-0.96851285,4
0.27981772,-0.010396061,-0.11320248,-0.98493079,-0.95923068,-0.96438621,-0.016789285,-0.080774312,0.12788896,-0.98366942,-0.95989187,-0.95371276,4
0.27579491,-0.034804666,-0.10983325,-0.99417869,-0.92858508,-0.99348617,-0.021958268,-0.068529481,0.12529715,-0.99170116,-0.98209978,-0.95751786,4
0.27379132,-0.041945691,-0.10724671,-0.99483845,-0.94900945,-0.98929992,-0.025688285,-0.073270706,0.091985955,-0.99661203,-0.98722753,-0.96992626,4
0.27609539,-0.018046144,-0.11243656,-0.99592796,-0.96849709,-0.98746474,-0.026657781,-0.078053488,0.070051752,-0.99769397,-0.99065035,-0.98998996,4
0.27767523,-0.012379484,-0.10466656,-0.99824732,-0.98968847,-0.97817711,-0.02730424,-0.063308856,0.075233247,-0.99822217,-0.99279435,-0.99301176,4
0.27679437,-0.017846957,-0.099866917,-0.99683186,-0.98725167,-0.97461636,-0.028255667,-0.078036283,0.082192061,-0.99657538,-0.9817962,-0.98158003,4
0.17376905,-0.024869125,-0.094733441,-0.8938616,-0.94420408,-0.96082431,-0.0023142606,-0.38134958,0.28917439,-0.95270527,-0.9294601,-0.8861205,6
0.3009048,-0.023610414,-0.096890735,-0.98681212,-0.974874,-0.9869338,-0.031533371,-0.24528334,0.15656219,-0.98720614,-0.95112948,-0.94152353,6
0.28567994,-0.021402652,-0.099788959,-0.98882456,-0.99010644,-0.99850164,-0.039082748,-0.13179261,0.079899406,-0.99495801,-0.97124494,-0.97196367,6
0.27205902,-0.021271356,-0.10063642,-0.99521892,-0.99197156,-0.99657104,-0.035839184,-0.074036713,0.059131448,-0.99576698,-0.9882587,-0.99737727,6
0.27631974,-0.017844672,-0.10385552,-0.99576459,-0.99564856,-0.9942946,-0.03070443,-0.057090164,0.064112225,-0.99802023,-0.99601934,-0.99529468,6
0.27869543,-0.017640511,-0.10511841,-0.99746842,-0.99845545,-0.99334269,-0.02852509,-0.057714662,0.07397583,-0.998612,-0.99716856,-0.99530842,6
0.28026202,-0.018697516,-0.10968549,-0.99612342,-0.99807443,-0.99196657,-0.026875752,-0.065254288,0.083337246,-0.99826399,-0.99667695,-0.99630527,6
0.29238966,-0.014798532,-0.11487816,-0.99280911,-0.99112641,-0.99202521,-0.024763532,-0.072646738,0.0937767,-0.99796997,-0.99746051,-0.99495438,6
0.29089459,-0.012652477,-0.11315576,-0.98930153,-0.99094197,-0.99122081,-0.027288741,-0.072090637,0.083183671,-0.99598275,-0.99766178,-0.98418102,6
0.27191593,-0.019731212,-0.10278027,-0.99074021,-0.98734334,-0.99000242,-0.029765371,-0.07288768,0.078529226,-0.99545996,-0.99727578,-0.9856536,6
0.29301384,-0.01607838,-0.11018298,-0.98371207,-0.97530943,-0.98214793,-0.023724761,-0.073166234,0.099927166,-0.99203805,-0.99574285,-0.98168679,6
0.33999093,-0.039323711,-0.11380871,-0.8552877,-0.88627572,-0.91776601,0.17650597,-0.37064377,0.63994236,-0.90459145,-0.95892357,-0.82080238,6
0.32773332,-0.012972104,-0.10934048,-0.91832647,-0.9739953,-0.96697887,0.061929535,-0.286331,0.34741163,-0.93640592,-0.9514162,-0.8546718,6
0.26238254,-0.020021626,-0.099674861,-0.96097213,-0.99090799,-0.98377812,-0.0043025236,-0.18282093,0.16657936,-0.97298063,-0.97161117,-0.94420855,6
0.29490692,-0.017273605,-0.10855348,-0.97238323,-0.99040729,-0.99071755,-0.033484636,-0.10529417,0.072248557,-0.98746131,-0.97160406,-0.95080412,6
0.2673108,-0.017739291,-0.10418492,-0.97618683,-0.98801979,-0.99327413,-0.041686651,-0.073833051,0.048034885,-0.99627955,-0.99189099,-0.97590619,6
0.29493279,-0.018148994,-0.10870259,-0.97149269,-0.98887703,-0.99356016,-0.039533916,-0.067116322,0.061494108,-0.99579403,-0.98891142,-0.97822192,6
0.2843065,-0.017380345,-0.10824585,-0.97250517,-0.99019849,-0.98989676,-0.035580551,-0.056262295,0.058187332,-0.99598176,-0.99247721,-0.98540789,6
