     cardio_bnn1_bnndirect,   3049513878,  0.1508
       cardio_bnn1_bnndsat,   2476688256,  0.1187
         cardio_bnn1_bnndw,   2625544276,  0.1249
      cardio_bnn1_bnnrobus,   1244282486,  0.0294
      cardio_bnn1_bnnrolin,   1085099120,  0.0456
       cardio_bnn1_bnnrolx,   1109597201,  0.0455
    cardio_bnn1_bnnrospine,    930476830,  0.0360
        cardio_bnn1_bnnseq,   3146979597,  0.1431
      gasId_bnn1_bnndirect,   8862217257,  0.3645
        gasId_bnn1_bnndsat,   8104696944,  0.3189
          gasId_bnn1_bnndw,   8186903514,  0.3256
       gasId_bnn1_bnnrobus,   5539426651,  0.0979
       gasId_bnn1_bnnrolin,   3854120055,  0.1313
        gasId_bnn1_bnnrolx,   4212096283,  0.1424
     gasId_bnn1_bnnrospine,   3731008262,  0.1244
         gasId_bnn1_bnnseq,   4767284030,  0.2168
        Har_bnn1_bnndirect,   2763413176,  0.1288
          Har_bnn1_bnndsat,   2401863926,  0.1092
            Har_bnn1_bnndw,   2538763759,  0.1164
         Har_bnn1_bnnrobus,    997044886,  0.0261
         Har_bnn1_bnnrolin,    829139916,  0.0363
          Har_bnn1_bnnrolx,    914303937,  0.0390
       Har_bnn1_bnnrospine,    781939782,  0.0317
           Har_bnn1_bnnseq,   2954896914,  0.1327
  pendigits_bnn1_bnndirect,   3293137497,  0.1357
    pendigits_bnn1_bnndsat,   2978862895,  0.1216
      pendigits_bnn1_bnndw,   2989958945,  0.1231
   pendigits_bnn1_bnnrobus,   1192648308,  0.0297
   pendigits_bnn1_bnnrolin,   1036541150,  0.0426
    pendigits_bnn1_bnnrolx,   1069429557,  0.0435
 pendigits_bnn1_bnnrospine,    907653792,  0.0351
     pendigits_bnn1_bnnseq,   3471397032,  0.1390
    winered_bnn1_bnndirect,   2711150360,  0.1257
      winered_bnn1_bnndsat,   2301503726,  0.1045
        winered_bnn1_bnndw,   2451240647,  0.1121
     winered_bnn1_bnnrobus,    966295906,  0.0257
     winered_bnn1_bnnrolin,    804058285,  0.0357
      winered_bnn1_bnnrolx,    885090188,  0.0389
   winered_bnn1_bnnrospine,    760587951,  0.0309
       winered_bnn1_bnnseq,   2957271954,  0.1317
  winewhite_bnn1_bnndirect,   2731200293,  0.1226
    winewhite_bnn1_bnndsat,   2243047476,  0.0985
      winewhite_bnn1_bnndw,   2398069796,  0.1062
   winewhite_bnn1_bnnrobus,    955878036,  0.0252
   winewhite_bnn1_bnnrolin,    799945409,  0.0349
    winewhite_bnn1_bnnrolx,    864705835,  0.0375
 winewhite_bnn1_bnnrospine,    748739199,  0.0309
     winewhite_bnn1_bnnseq,   2974950246,  0.1286
